ID	Target	Stance	Dataset
4541	Hillary Clinton	AGAINST	mtsd
4542	Hillary Clinton	AGAINST	mtsd
4543	Hillary Clinton	NONE	mtsd
4544	Hillary Clinton	AGAINST	mtsd
4545	Hillary Clinton	FAVOR	mtsd
4546	Hillary Clinton	AGAINST	mtsd
4547	Hillary Clinton	AGAINST	mtsd
4548	Hillary Clinton	FAVOR	mtsd
4549	Hillary Clinton	NONE	mtsd
4550	Hillary Clinton	NONE	mtsd
4551	Hillary Clinton	NONE	mtsd
4552	Hillary Clinton	FAVOR	mtsd
4553	Hillary Clinton	FAVOR	mtsd
4554	Hillary Clinton	AGAINST	mtsd
4555	Hillary Clinton	AGAINST	mtsd
4556	Hillary Clinton	NONE	mtsd
4557	Hillary Clinton	FAVOR	mtsd
4558	Hillary Clinton	FAVOR	mtsd
4559	Hillary Clinton	AGAINST	mtsd
4560	Hillary Clinton	AGAINST	mtsd
4561	Hillary Clinton	AGAINST	mtsd
4562	Hillary Clinton	FAVOR	mtsd
4563	Hillary Clinton	AGAINST	mtsd
4564	Hillary Clinton	AGAINST	mtsd
4565	Hillary Clinton	AGAINST	mtsd
4566	Hillary Clinton	FAVOR	mtsd
4567	Hillary Clinton	NONE	mtsd
4568	Hillary Clinton	AGAINST	mtsd
4569	Hillary Clinton	AGAINST	mtsd
4570	Hillary Clinton	AGAINST	mtsd
4571	Hillary Clinton	NONE	mtsd
4572	Hillary Clinton	NONE	mtsd
4573	Hillary Clinton	FAVOR	mtsd
4574	Hillary Clinton	AGAINST	mtsd
4575	Hillary Clinton	AGAINST	mtsd
4576	Hillary Clinton	NONE	mtsd
4577	Hillary Clinton	NONE	mtsd
4578	Hillary Clinton	NONE	mtsd
4579	Hillary Clinton	AGAINST	mtsd
4580	Hillary Clinton	AGAINST	mtsd
4581	Hillary Clinton	AGAINST	mtsd
4582	Hillary Clinton	FAVOR	mtsd
4583	Hillary Clinton	AGAINST	mtsd
4584	Hillary Clinton	AGAINST	mtsd
4585	Hillary Clinton	AGAINST	mtsd
4586	Hillary Clinton	AGAINST	mtsd
4587	Hillary Clinton	FAVOR	mtsd
4588	Hillary Clinton	AGAINST	mtsd
4589	Hillary Clinton	NONE	mtsd
4590	Hillary Clinton	AGAINST	mtsd
4591	Hillary Clinton	FAVOR	mtsd
4592	Hillary Clinton	AGAINST	mtsd
4593	Hillary Clinton	AGAINST	mtsd
4594	Hillary Clinton	NONE	mtsd
4595	Hillary Clinton	AGAINST	mtsd
4596	Hillary Clinton	AGAINST	mtsd
4597	Hillary Clinton	NONE	mtsd
4598	Hillary Clinton	FAVOR	mtsd
4599	Hillary Clinton	AGAINST	mtsd
4600	Hillary Clinton	AGAINST	mtsd
4601	Hillary Clinton	FAVOR	mtsd
4602	Hillary Clinton	AGAINST	mtsd
4603	Hillary Clinton	NONE	mtsd
4604	Hillary Clinton	NONE	mtsd
4605	Hillary Clinton	AGAINST	mtsd
4606	Hillary Clinton	FAVOR	mtsd
4607	Hillary Clinton	AGAINST	mtsd
4608	Hillary Clinton	AGAINST	mtsd
4609	Hillary Clinton	NONE	mtsd
4610	Hillary Clinton	AGAINST	mtsd
4611	Hillary Clinton	AGAINST	mtsd
4612	Hillary Clinton	AGAINST	mtsd
4613	Hillary Clinton	NONE	mtsd
4614	Hillary Clinton	AGAINST	mtsd
4615	Hillary Clinton	NONE	mtsd
4616	Hillary Clinton	NONE	mtsd
4617	Hillary Clinton	AGAINST	mtsd
4618	Hillary Clinton	FAVOR	mtsd
4619	Hillary Clinton	AGAINST	mtsd
4620	Hillary Clinton	NONE	mtsd
4621	Hillary Clinton	AGAINST	mtsd
4622	Hillary Clinton	NONE	mtsd
4623	Hillary Clinton	AGAINST	mtsd
4624	Hillary Clinton	FAVOR	mtsd
4625	Hillary Clinton	NONE	mtsd
4626	Hillary Clinton	NONE	mtsd
4627	Hillary Clinton	AGAINST	mtsd
4628	Hillary Clinton	AGAINST	mtsd
4629	Hillary Clinton	NONE	mtsd
4630	Hillary Clinton	FAVOR	mtsd
4631	Hillary Clinton	AGAINST	mtsd
4632	Hillary Clinton	AGAINST	mtsd
4633	Hillary Clinton	NONE	mtsd
4634	Hillary Clinton	FAVOR	mtsd
4635	Hillary Clinton	AGAINST	mtsd
4636	Hillary Clinton	FAVOR	mtsd
4637	Hillary Clinton	AGAINST	mtsd
4638	Hillary Clinton	AGAINST	mtsd
4639	Hillary Clinton	FAVOR	mtsd
4640	Hillary Clinton	NONE	mtsd
4641	Hillary Clinton	NONE	mtsd
4642	Hillary Clinton	NONE	mtsd
4643	Hillary Clinton	NONE	mtsd
4644	Hillary Clinton	FAVOR	mtsd
4645	Hillary Clinton	FAVOR	mtsd
4646	Hillary Clinton	FAVOR	mtsd
4647	Hillary Clinton	AGAINST	mtsd
4648	Hillary Clinton	AGAINST	mtsd
4649	Hillary Clinton	AGAINST	mtsd
4650	Hillary Clinton	NONE	mtsd
4651	Hillary Clinton	AGAINST	mtsd
4652	Hillary Clinton	NONE	mtsd
4653	Hillary Clinton	AGAINST	mtsd
4654	Hillary Clinton	AGAINST	mtsd
4655	Hillary Clinton	AGAINST	mtsd
4656	Hillary Clinton	NONE	mtsd
4657	Hillary Clinton	AGAINST	mtsd
4658	Hillary Clinton	NONE	mtsd
4659	Hillary Clinton	AGAINST	mtsd
4660	Hillary Clinton	AGAINST	mtsd
4661	Hillary Clinton	AGAINST	mtsd
4662	Hillary Clinton	FAVOR	mtsd
4663	Hillary Clinton	AGAINST	mtsd
4664	Hillary Clinton	FAVOR	mtsd
4665	Hillary Clinton	AGAINST	mtsd
4666	Hillary Clinton	NONE	mtsd
4667	Hillary Clinton	NONE	mtsd
4668	Hillary Clinton	AGAINST	mtsd
4669	Hillary Clinton	AGAINST	mtsd
4670	Hillary Clinton	AGAINST	mtsd
4671	Hillary Clinton	AGAINST	mtsd
4672	Hillary Clinton	AGAINST	mtsd
4673	Hillary Clinton	AGAINST	mtsd
4674	Hillary Clinton	AGAINST	mtsd
4675	Hillary Clinton	NONE	mtsd
4676	Hillary Clinton	AGAINST	mtsd
4677	Hillary Clinton	AGAINST	mtsd
4678	Hillary Clinton	FAVOR	mtsd
4679	Hillary Clinton	NONE	mtsd
4680	Hillary Clinton	AGAINST	mtsd
4681	Hillary Clinton	AGAINST	mtsd
4682	Hillary Clinton	NONE	mtsd
4683	Hillary Clinton	AGAINST	mtsd
4684	Hillary Clinton	AGAINST	mtsd
4685	Hillary Clinton	NONE	mtsd
4686	Hillary Clinton	NONE	mtsd
4687	Hillary Clinton	FAVOR	mtsd
4688	Hillary Clinton	FAVOR	mtsd
4689	Hillary Clinton	AGAINST	mtsd
4690	Hillary Clinton	AGAINST	mtsd
4691	Hillary Clinton	AGAINST	mtsd
4692	Hillary Clinton	FAVOR	mtsd
4693	Hillary Clinton	FAVOR	mtsd
4694	Hillary Clinton	NONE	mtsd
4695	Hillary Clinton	FAVOR	mtsd
4696	Hillary Clinton	NONE	mtsd
4697	Hillary Clinton	AGAINST	mtsd
4698	Vladimir Putin	AGAINST	presidents
4699	Vladimir Putin	AGAINST	presidents
4700	Vladimir Putin	AGAINST	presidents
4701	Vladimir Putin	AGAINST	presidents
4702	Vladimir Putin	AGAINST	presidents
4703	Vladimir Putin	AGAINST	presidents
4704	Vladimir Putin	AGAINST	presidents
4705	Vladimir Putin	FAVOR	presidents
4706	Vladimir Putin	FAVOR	presidents
4707	Vladimir Putin	AGAINST	presidents
4708	Vladimir Putin	AGAINST	presidents
4709	Vladimir Putin	NONE	presidents
4710	Vladimir Putin	AGAINST	presidents
4711	Vladimir Putin	AGAINST	presidents
4712	Vladimir Putin	NONE	presidents
4713	Vladimir Putin	FAVOR	presidents
4714	Vladimir Putin	AGAINST	presidents
4715	Vladimir Putin	FAVOR	presidents
4716	Vladimir Putin	NONE	presidents
4717	Vladimir Putin	NONE	presidents
4718	Vladimir Putin	AGAINST	presidents
4719	Vladimir Putin	AGAINST	presidents
4720	Vladimir Putin	NONE	presidents
4721	Vladimir Putin	AGAINST	presidents
4722	Vladimir Putin	AGAINST	presidents
4723	Vladimir Putin	AGAINST	presidents
4724	Vladimir Putin	AGAINST	presidents
4725	Vladimir Putin	AGAINST	presidents
4726	Vladimir Putin	AGAINST	presidents
4727	Vladimir Putin	AGAINST	presidents
4728	Vladimir Putin	AGAINST	presidents
4729	Vladimir Putin	AGAINST	presidents
4730	Vladimir Putin	NONE	presidents
4731	Vladimir Putin	AGAINST	presidents
4732	Vladimir Putin	FAVOR	presidents
4733	Vladimir Putin	AGAINST	presidents
4734	Vladimir Putin	AGAINST	presidents
4735	Vladimir Putin	FAVOR	presidents
4736	Vladimir Putin	FAVOR	presidents
4737	Vladimir Putin	AGAINST	presidents
4738	Vladimir Putin	AGAINST	presidents
4739	Vladimir Putin	FAVOR	presidents
4740	Vladimir Putin	AGAINST	presidents
4741	Vladimir Putin	NONE	presidents
4742	Vladimir Putin	AGAINST	presidents
4743	Vladimir Putin	AGAINST	presidents
4744	Vladimir Putin	AGAINST	presidents
4745	Vladimir Putin	NONE	presidents
4746	Vladimir Putin	AGAINST	presidents
4747	Vladimir Putin	AGAINST	presidents
4748	Vladimir Putin	FAVOR	presidents
4749	Vladimir Putin	AGAINST	presidents
4750	Vladimir Putin	AGAINST	presidents
4751	Vladimir Putin	FAVOR	presidents
4752	Vladimir Putin	AGAINST	presidents
4753	Vladimir Putin	NONE	presidents
4754	Vladimir Putin	NONE	presidents
4755	Vladimir Putin	NONE	presidents
4756	Vladimir Putin	AGAINST	presidents
4757	Vladimir Putin	AGAINST	presidents
4758	Vladimir Putin	AGAINST	presidents
4759	Vladimir Putin	AGAINST	presidents
4760	Vladimir Putin	AGAINST	presidents
4761	Vladimir Putin	NONE	presidents
4762	Vladimir Putin	FAVOR	presidents
4763	Vladimir Putin	AGAINST	presidents
4764	Vladimir Putin	AGAINST	presidents
4765	Vladimir Putin	NONE	presidents
4766	Vladimir Putin	FAVOR	presidents
4767	Vladimir Putin	AGAINST	presidents
4768	Vladimir Putin	AGAINST	presidents
4769	Vladimir Putin	AGAINST	presidents
4770	Vladimir Putin	AGAINST	presidents
4771	Vladimir Putin	AGAINST	presidents
4772	Vladimir Putin	AGAINST	presidents
4773	Vladimir Putin	NONE	presidents
4774	Vladimir Putin	FAVOR	presidents
4775	Vladimir Putin	AGAINST	presidents
4776	Vladimir Putin	AGAINST	presidents
4777	Vladimir Putin	FAVOR	presidents
4778	Vladimir Putin	NONE	presidents
4779	Vladimir Putin	AGAINST	presidents
4780	Vladimir Putin	AGAINST	presidents
4781	Vladimir Putin	AGAINST	presidents
4782	Vladimir Putin	NONE	presidents
4783	Vladimir Putin	AGAINST	presidents
4784	Vladimir Putin	NONE	presidents
4785	Vladimir Putin	FAVOR	presidents
4786	Vladimir Putin	AGAINST	presidents
4787	Vladimir Putin	AGAINST	presidents
4788	Vladimir Putin	AGAINST	presidents
4789	Vladimir Putin	NONE	presidents
4790	Vladimir Putin	AGAINST	presidents
4791	Vladimir Putin	AGAINST	presidents
4792	Vladimir Putin	AGAINST	presidents
4793	Vladimir Putin	AGAINST	presidents
4794	Vladimir Putin	AGAINST	presidents
4795	Vladimir Putin	NONE	presidents
4796	Vladimir Putin	NONE	presidents
4797	Vladimir Putin	AGAINST	presidents
4798	Vladimir Putin	AGAINST	presidents
4799	Vladimir Putin	AGAINST	presidents
4800	Vladimir Putin	AGAINST	presidents
4801	Vladimir Putin	NONE	presidents
4802	Vladimir Putin	AGAINST	presidents
4803	Vladimir Putin	AGAINST	presidents
4804	Vladimir Putin	AGAINST	presidents
4805	Vladimir Putin	AGAINST	presidents
4806	Vladimir Putin	AGAINST	presidents
4807	Vladimir Putin	AGAINST	presidents
4808	Vladimir Putin	AGAINST	presidents
4809	Vladimir Putin	FAVOR	presidents
4810	Vladimir Putin	AGAINST	presidents
4811	Vladimir Putin	FAVOR	presidents
4812	Vladimir Putin	FAVOR	presidents
4813	Vladimir Putin	AGAINST	presidents
4814	Vladimir Putin	AGAINST	presidents
4815	Vladimir Putin	AGAINST	presidents
4816	Vladimir Putin	AGAINST	presidents
4817	Vladimir Putin	AGAINST	presidents
4818	Vladimir Putin	NONE	presidents
4819	Vladimir Putin	AGAINST	presidents
4820	Vladimir Putin	AGAINST	presidents
4821	Vladimir Putin	AGAINST	presidents
4822	Vladimir Putin	AGAINST	presidents
4823	Vladimir Putin	AGAINST	presidents
4824	Vladimir Putin	AGAINST	presidents
4825	Vladimir Putin	AGAINST	presidents
4826	Vladimir Putin	NONE	presidents
4827	Vladimir Putin	AGAINST	presidents
4828	Vladimir Putin	AGAINST	presidents
4829	Vladimir Putin	AGAINST	presidents
4830	Vladimir Putin	FAVOR	presidents
4831	Vladimir Putin	AGAINST	presidents
4832	Vladimir Putin	AGAINST	presidents
4833	Vladimir Putin	AGAINST	presidents
4834	Vladimir Putin	FAVOR	presidents
4835	Vladimir Putin	NONE	presidents
4836	Vladimir Putin	NONE	presidents
4837	Vladimir Putin	AGAINST	presidents
4838	Vladimir Putin	AGAINST	presidents
4839	Vladimir Putin	AGAINST	presidents
4840	Vladimir Putin	AGAINST	presidents
4841	Vladimir Putin	AGAINST	presidents
4842	Vladimir Putin	AGAINST	presidents
4843	Vladimir Putin	AGAINST	presidents
4844	Vladimir Putin	AGAINST	presidents
4845	Vladimir Putin	AGAINST	presidents
4846	Vladimir Putin	FAVOR	presidents
4847	Vladimir Putin	AGAINST	presidents
4848	Vladimir Putin	FAVOR	presidents
4849	Vladimir Putin	AGAINST	presidents
4850	Vladimir Putin	FAVOR	presidents
4851	Vladimir Putin	NONE	presidents
4852	Vladimir Putin	NONE	presidents
4853	Vladimir Putin	FAVOR	presidents
4854	Vladimir Putin	NONE	presidents
4855	Vladimir Putin	FAVOR	presidents
4856	Vladimir Putin	AGAINST	presidents
4857	Vladimir Putin	AGAINST	presidents
4858	Vladimir Putin	NONE	presidents
4859	Vladimir Putin	AGAINST	presidents
4860	Vladimir Putin	NONE	presidents
4861	Vladimir Putin	NONE	presidents
4862	Vladimir Putin	AGAINST	presidents
4863	Vladimir Putin	AGAINST	presidents
4864	Vladimir Putin	FAVOR	presidents
4865	Vladimir Putin	AGAINST	presidents
4866	Vladimir Putin	AGAINST	presidents
4867	Vladimir Putin	AGAINST	presidents
4868	Vladimir Putin	AGAINST	presidents
4869	Vladimir Putin	AGAINST	presidents
4870	Vladimir Putin	FAVOR	presidents
4871	Vladimir Putin	AGAINST	presidents
4872	Vladimir Putin	AGAINST	presidents
4873	Vladimir Putin	AGAINST	presidents
4874	Vladimir Putin	AGAINST	presidents
4875	Vladimir Putin	AGAINST	presidents
4876	Vladimir Putin	FAVOR	presidents
4877	Vladimir Putin	FAVOR	presidents
4878	Vladimir Putin	AGAINST	presidents
4879	Vladimir Putin	AGAINST	presidents
4880	Vladimir Putin	AGAINST	presidents
4881	Vladimir Putin	NONE	presidents
4882	Vladimir Putin	AGAINST	presidents
4883	Vladimir Putin	FAVOR	presidents
4884	Vladimir Putin	FAVOR	presidents
4885	Vladimir Putin	AGAINST	presidents
4886	Vladimir Putin	AGAINST	presidents
4887	Vladimir Putin	AGAINST	presidents
4888	Vladimir Putin	FAVOR	presidents
4889	Vladimir Putin	AGAINST	presidents
4890	Vladimir Putin	AGAINST	presidents
4891	Vladimir Putin	AGAINST	presidents
4892	Vladimir Putin	AGAINST	presidents
4893	Vladimir Putin	AGAINST	presidents
4894	Vladimir Putin	AGAINST	presidents
4895	Vladimir Putin	FAVOR	presidents
4896	Vladimir Putin	AGAINST	presidents
4897	Vladimir Putin	AGAINST	presidents
4898	Vladimir Putin	AGAINST	presidents
4899	Vladimir Putin	AGAINST	presidents
4900	Vladimir Putin	FAVOR	presidents
4901	Vladimir Putin	AGAINST	presidents
4902	Vladimir Putin	AGAINST	presidents
4903	Vladimir Putin	AGAINST	presidents
4904	Vladimir Putin	AGAINST	presidents
4905	Vladimir Putin	AGAINST	presidents
4906	Vladimir Putin	AGAINST	presidents
4907	Vladimir Putin	AGAINST	presidents
4908	Vladimir Putin	AGAINST	presidents
4909	Vladimir Putin	AGAINST	presidents
4910	Vladimir Putin	NONE	presidents
4911	Vladimir Putin	NONE	presidents
4912	Vladimir Putin	NONE	presidents
4913	Vladimir Putin	AGAINST	presidents
4914	Vladimir Putin	FAVOR	presidents
4915	Vladimir Putin	AGAINST	presidents
4916	Vladimir Putin	FAVOR	presidents
4917	Vladimir Putin	AGAINST	presidents
4918	Vladimir Putin	AGAINST	presidents
4919	Vladimir Putin	AGAINST	presidents
4920	Vladimir Putin	FAVOR	presidents
4921	Vladimir Putin	FAVOR	presidents
4922	Vladimir Putin	AGAINST	presidents
4923	Vladimir Putin	AGAINST	presidents
4924	Vladimir Putin	AGAINST	presidents
4925	Vladimir Putin	AGAINST	presidents
4926	Vladimir Putin	FAVOR	presidents
4927	Vladimir Putin	AGAINST	presidents
4928	Vladimir Putin	AGAINST	presidents
4929	Vladimir Putin	AGAINST	presidents
4930	Vladimir Putin	AGAINST	presidents
4931	Vladimir Putin	AGAINST	presidents
4932	Vladimir Putin	NONE	presidents
4933	Vladimir Putin	AGAINST	presidents
4934	Vladimir Putin	AGAINST	presidents
4935	Vladimir Putin	FAVOR	presidents
4936	Vladimir Putin	NONE	presidents
4937	Vladimir Putin	AGAINST	presidents
4938	Vladimir Putin	FAVOR	presidents
4939	Vladimir Putin	NONE	presidents
4940	Vladimir Putin	AGAINST	presidents
4941	Vladimir Putin	AGAINST	presidents
4942	Vladimir Putin	AGAINST	presidents
4943	Vladimir Putin	AGAINST	presidents
4944	Vladimir Putin	AGAINST	presidents
4945	Vladimir Putin	AGAINST	presidents
4946	Vladimir Putin	AGAINST	presidents
4947	Vladimir Putin	NONE	presidents
4948	Vladimir Putin	NONE	presidents
4949	Vladimir Putin	AGAINST	presidents
4950	Vladimir Putin	AGAINST	presidents
4951	Vladimir Putin	AGAINST	presidents
4952	Vladimir Putin	AGAINST	presidents
4953	Vladimir Putin	AGAINST	presidents
4954	Vladimir Putin	NONE	presidents
4955	Vladimir Putin	AGAINST	presidents
4956	Vladimir Putin	AGAINST	presidents
4957	Vladimir Putin	AGAINST	presidents
4958	Vladimir Putin	FAVOR	presidents
4959	Vladimir Putin	FAVOR	presidents
4960	Vladimir Putin	FAVOR	presidents
4961	Vladimir Putin	FAVOR	presidents
4962	Vladimir Putin	AGAINST	presidents
4963	Vladimir Putin	AGAINST	presidents
4964	Vladimir Putin	AGAINST	presidents
4965	Vladimir Putin	AGAINST	presidents
4966	Vladimir Putin	AGAINST	presidents
4967	Vladimir Putin	NONE	presidents
4968	Vladimir Putin	FAVOR	presidents
4969	Vladimir Putin	NONE	presidents
4970	Vladimir Putin	AGAINST	presidents
4971	Vladimir Putin	FAVOR	presidents
4972	Vladimir Putin	AGAINST	presidents
4973	Vladimir Putin	AGAINST	presidents
4974	Vladimir Putin	NONE	presidents
4975	Vladimir Putin	NONE	presidents
4976	Vladimir Putin	AGAINST	presidents
4977	Vladimir Putin	AGAINST	presidents
4978	Vladimir Putin	AGAINST	presidents
4979	Vladimir Putin	AGAINST	presidents
4980	Vladimir Putin	AGAINST	presidents
4981	Vladimir Putin	AGAINST	presidents
4982	Vladimir Putin	AGAINST	presidents
4983	Vladimir Putin	FAVOR	presidents
4984	Vladimir Putin	AGAINST	presidents
4985	Vladimir Putin	FAVOR	presidents
4986	Vladimir Putin	AGAINST	presidents
4987	Vladimir Putin	NONE	presidents
4988	Vladimir Putin	NONE	presidents
4989	Vladimir Putin	AGAINST	presidents
4990	Vladimir Putin	AGAINST	presidents
4991	Vladimir Putin	AGAINST	presidents
4992	Vladimir Putin	AGAINST	presidents
4993	Vladimir Putin	AGAINST	presidents
4994	Vladimir Putin	AGAINST	presidents
4995	Vladimir Putin	FAVOR	presidents
4996	Vladimir Putin	AGAINST	presidents
4997	Vladimir Putin	AGAINST	presidents
4998	Vladimir Putin	FAVOR	presidents
4999	Vladimir Putin	AGAINST	presidents
5000	Vladimir Putin	AGAINST	presidents
5001	Vladimir Putin	AGAINST	presidents
5002	Vladimir Putin	AGAINST	presidents
5003	Vladimir Putin	AGAINST	presidents
5004	Vladimir Putin	NONE	presidents
5005	Vladimir Putin	FAVOR	presidents
5006	Vladimir Putin	NONE	presidents
5007	Vladimir Putin	AGAINST	presidents
5008	Vladimir Putin	AGAINST	presidents
5009	Vladimir Putin	AGAINST	presidents
5010	Vladimir Putin	NONE	presidents
5011	Vladimir Putin	FAVOR	presidents
5012	Vladimir Putin	AGAINST	presidents
5013	Vladimir Putin	NONE	presidents
5014	Vladimir Putin	AGAINST	presidents
5015	Vladimir Putin	AGAINST	presidents
5016	Vladimir Putin	AGAINST	presidents
5017	Vladimir Putin	AGAINST	presidents
5018	Vladimir Putin	NONE	presidents
5019	Vladimir Putin	AGAINST	presidents
5020	Vladimir Putin	AGAINST	presidents
5021	Vladimir Putin	AGAINST	presidents
5022	Vladimir Putin	AGAINST	presidents
5023	Vladimir Putin	AGAINST	presidents
5024	Vladimir Putin	FAVOR	presidents
5025	Vladimir Putin	NONE	presidents
5026	Vladimir Putin	AGAINST	presidents
5027	Vladimir Putin	NONE	presidents
5028	Vladimir Putin	AGAINST	presidents
5029	Vladimir Putin	AGAINST	presidents
5030	Vladimir Putin	AGAINST	presidents
5031	Vladimir Putin	AGAINST	presidents
5032	Vladimir Putin	AGAINST	presidents
5033	Vladimir Putin	AGAINST	presidents
5034	Vladimir Putin	AGAINST	presidents
5035	Vladimir Putin	NONE	presidents
5036	Vladimir Putin	AGAINST	presidents
5037	Vladimir Putin	AGAINST	presidents
5038	Vladimir Putin	AGAINST	presidents
5039	Vladimir Putin	AGAINST	presidents
5040	Vladimir Putin	AGAINST	presidents
5041	Vladimir Putin	NONE	presidents
5042	Vladimir Putin	AGAINST	presidents
5043	Vladimir Putin	FAVOR	presidents
5044	Vladimir Putin	AGAINST	presidents
5045	Vladimir Putin	NONE	presidents
5046	Vladimir Putin	NONE	presidents
5047	Vladimir Putin	NONE	presidents
5048	Vladimir Putin	AGAINST	presidents
5049	Vladimir Putin	NONE	presidents
5050	Vladimir Putin	AGAINST	presidents
5051	Vladimir Putin	AGAINST	presidents
5052	Vladimir Putin	AGAINST	presidents
5053	Vladimir Putin	AGAINST	presidents
5054	Vladimir Putin	AGAINST	presidents
5055	Vladimir Putin	AGAINST	presidents
5056	Vladimir Putin	AGAINST	presidents
5057	Vladimir Putin	FAVOR	presidents
5058	Vladimir Putin	FAVOR	presidents
5059	Vladimir Putin	NONE	presidents
5060	Vladimir Putin	NONE	presidents
5061	Vladimir Putin	AGAINST	presidents
5062	Vladimir Putin	AGAINST	presidents
5063	Vladimir Putin	NONE	presidents
5064	Vladimir Putin	AGAINST	presidents
5065	Vladimir Putin	FAVOR	presidents
5066	Vladimir Putin	AGAINST	presidents
5067	Vladimir Putin	AGAINST	presidents
5068	Vladimir Putin	AGAINST	presidents
5069	Vladimir Putin	FAVOR	presidents
5070	Vladimir Putin	FAVOR	presidents
5071	Vladimir Putin	AGAINST	presidents
5072	Vladimir Putin	AGAINST	presidents
5073	Vladimir Putin	AGAINST	presidents
5074	Vladimir Putin	FAVOR	presidents
5075	Vladimir Putin	AGAINST	presidents
5076	Vladimir Putin	AGAINST	presidents
5077	Vladimir Putin	AGAINST	presidents
5078	Vladimir Putin	AGAINST	presidents
5079	Vladimir Putin	NONE	presidents
5080	Vladimir Putin	FAVOR	presidents
5081	Vladimir Putin	FAVOR	presidents
5082	Vladimir Putin	FAVOR	presidents
5083	Vladimir Putin	AGAINST	presidents
5084	Vladimir Putin	FAVOR	presidents
5085	Vladimir Putin	FAVOR	presidents
5086	Vladimir Putin	NONE	presidents
5087	Vladimir Putin	AGAINST	presidents
5088	Vladimir Putin	NONE	presidents
5089	Vladimir Putin	AGAINST	presidents
5090	Vladimir Putin	AGAINST	presidents
5091	Vladimir Putin	AGAINST	presidents
5092	Vladimir Putin	NONE	presidents
5093	Vladimir Putin	AGAINST	presidents
5094	Vladimir Putin	AGAINST	presidents
5095	Vladimir Putin	AGAINST	presidents
5096	Vladimir Putin	NONE	presidents
5097	Vladimir Putin	AGAINST	presidents
5098	Vladimir Putin	AGAINST	presidents
5099	Vladimir Putin	FAVOR	presidents
5100	Vladimir Putin	NONE	presidents
5101	Vladimir Putin	AGAINST	presidents
5102	Vladimir Putin	AGAINST	presidents
5103	Vladimir Putin	AGAINST	presidents
5104	Vladimir Putin	NONE	presidents
5105	Vladimir Putin	AGAINST	presidents
5106	Vladimir Putin	FAVOR	presidents
5107	Vladimir Putin	NONE	presidents
5108	Vladimir Putin	AGAINST	presidents
5109	Vladimir Putin	AGAINST	presidents
5110	Vladimir Putin	AGAINST	presidents
5111	Vladimir Putin	AGAINST	presidents
5112	Vladimir Putin	AGAINST	presidents
5113	Vladimir Putin	AGAINST	presidents
5114	Vladimir Putin	AGAINST	presidents
5115	Vladimir Putin	AGAINST	presidents
5116	Vladimir Putin	AGAINST	presidents
5117	Vladimir Putin	AGAINST	presidents
5118	Vladimir Putin	NONE	presidents
5119	Vladimir Putin	NONE	presidents
5120	Vladimir Putin	AGAINST	presidents
5121	Vladimir Putin	AGAINST	presidents
5122	Vladimir Putin	AGAINST	presidents
5123	Vladimir Putin	FAVOR	presidents
5124	Vladimir Putin	NONE	presidents
5125	Vladimir Putin	AGAINST	presidents
5126	Vladimir Putin	AGAINST	presidents
5127	Vladimir Putin	AGAINST	presidents
5128	Vladimir Putin	NONE	presidents
5129	Vladimir Putin	AGAINST	presidents
5130	Vladimir Putin	NONE	presidents
5131	Vladimir Putin	AGAINST	presidents
5132	Vladimir Putin	FAVOR	presidents
5133	Vladimir Putin	AGAINST	presidents
5134	Vladimir Putin	AGAINST	presidents
5135	Vladimir Putin	AGAINST	presidents
5136	Vladimir Putin	FAVOR	presidents
5137	Vladimir Putin	AGAINST	presidents
5138	Vladimir Putin	AGAINST	presidents
5139	Vladimir Putin	AGAINST	presidents
5140	Vladimir Putin	FAVOR	presidents
5141	Vladimir Putin	FAVOR	presidents
5142	Vladimir Putin	AGAINST	presidents
5143	Vladimir Putin	FAVOR	presidents
5144	Vladimir Putin	AGAINST	presidents
5145	Vladimir Putin	AGAINST	presidents
5146	Vladimir Putin	AGAINST	presidents
5147	Vladimir Putin	AGAINST	presidents
5148	Vladimir Putin	AGAINST	presidents
5149	Vladimir Putin	AGAINST	presidents
5150	Vladimir Putin	NONE	presidents
5151	Vladimir Putin	AGAINST	presidents
5152	Vladimir Putin	AGAINST	presidents
5153	Vladimir Putin	FAVOR	presidents
5154	Vladimir Putin	AGAINST	presidents
5155	Vladimir Putin	FAVOR	presidents
5156	Vladimir Putin	FAVOR	presidents
5157	Vladimir Putin	AGAINST	presidents
5158	Vladimir Putin	AGAINST	presidents
5159	Vladimir Putin	AGAINST	presidents
5160	Vladimir Putin	FAVOR	presidents
5161	Vladimir Putin	AGAINST	presidents
5162	Vladimir Putin	FAVOR	presidents
5163	Vladimir Putin	AGAINST	presidents
5164	Vladimir Putin	AGAINST	presidents
5165	Vladimir Putin	AGAINST	presidents
5166	Vladimir Putin	FAVOR	presidents
5167	Vladimir Putin	FAVOR	presidents
5168	Vladimir Putin	AGAINST	presidents
5169	Vladimir Putin	AGAINST	presidents
5170	Vladimir Putin	FAVOR	presidents
5171	Vladimir Putin	FAVOR	presidents
5172	Vladimir Putin	FAVOR	presidents
5173	Vladimir Putin	AGAINST	presidents
5174	Vladimir Putin	AGAINST	presidents
5175	Vladimir Putin	AGAINST	presidents
5176	Vladimir Putin	AGAINST	presidents
5177	Vladimir Putin	AGAINST	presidents
5178	Vladimir Putin	AGAINST	presidents
5179	Vladimir Putin	AGAINST	presidents
